fileName,Bat,Cockatoo,Crocodile,Dingo,Duck,Frog,FrogmouthTawny,Koala,Kookaburra,Magpie,Platypus,Possum,Snake,Wombat
22_75_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_76_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_77_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_78_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_79_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_80_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_81_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_82_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_83_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_84_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22_85_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22_86_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22_87_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_88_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_89_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_90_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_91_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_92_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_93_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_94_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_95_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_96_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22_97_2_12,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22_98_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22_99_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23_100_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23_101_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23_102_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23_103_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23_104_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23_30_2_3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23_31_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23_32_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23_33_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23_34_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23_35_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23_36_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23_37_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23_38_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23_39_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23_40_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23_41_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23_42_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23_43_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23_44_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_45_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_46_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_47_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_48_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_49_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_50_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_51_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_52_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_53_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_54_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_55_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_56_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23_57_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23_58_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23_59_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23_60_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23_61_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23_62_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23_63_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23_64_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_65_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_66_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_67_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_68_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_69_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_70_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_71_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_72_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_73_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_74_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23_75_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_76_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_77_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_78_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_79_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_80_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_81_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_82_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_83_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_84_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23_85_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23_86_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23_87_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_88_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_89_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_90_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_91_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_92_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_93_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_94_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_95_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_96_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23_97_2_12,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23_98_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23_99_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24_100_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24_101_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24_102_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24_103_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24_104_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24_30_2_3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24_31_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24_32_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24_33_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24_34_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24_35_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24_36_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24_37_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24_38_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24_39_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24_40_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24_41_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24_42_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24_43_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24_44_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_45_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_46_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_47_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_48_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_49_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_50_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_51_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_52_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_53_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_54_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_55_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_56_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24_57_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24_58_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24_59_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24_60_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24_61_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24_62_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24_63_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24_64_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_65_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_66_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_67_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_68_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_69_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_70_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_71_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_72_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_73_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_74_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24_75_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_76_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_77_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_78_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_79_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_80_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_81_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_82_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_83_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_84_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24_85_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24_86_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24_87_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_88_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_89_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_90_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_91_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_92_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_93_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_94_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_95_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_96_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24_97_2_12,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24_98_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24_99_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25_100_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25_101_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25_102_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25_103_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25_104_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25_30_2_3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25_31_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25_32_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25_33_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25_34_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25_35_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25_36_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25_37_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25_38_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25_39_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25_40_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25_41_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25_42_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25_43_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25_44_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_45_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_46_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_47_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_48_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_49_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_50_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_51_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_52_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_53_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_54_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_55_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_56_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25_57_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25_58_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25_59_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25_60_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25_61_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25_62_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25_63_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25_64_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_65_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_66_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_67_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_68_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_69_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_70_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_71_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_72_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_73_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_74_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25_75_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_76_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_77_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_78_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_79_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_80_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_81_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_82_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_83_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_84_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25_85_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25_86_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25_87_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_88_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_89_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_90_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_91_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_92_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_93_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_94_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_95_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_96_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25_97_2_12,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25_98_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25_99_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26_100_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26_101_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26_102_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26_103_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26_104_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26_30_2_3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26_31_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26_32_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26_33_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26_34_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26_35_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26_36_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26_37_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26_38_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26_39_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26_40_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26_41_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26_42_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26_43_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26_44_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_45_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_46_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_47_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_48_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_49_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_50_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_51_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_52_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_53_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_54_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_55_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_56_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26_57_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26_58_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26_59_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26_60_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26_61_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26_62_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26_63_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26_64_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_65_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_66_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_67_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_68_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_69_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_70_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_71_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_72_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_73_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_74_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26_75_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_76_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_77_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_78_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_79_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_80_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_81_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_82_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_83_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_84_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26_85_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26_86_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26_87_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_88_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_89_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_90_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_91_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_92_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_93_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_94_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_95_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_96_2_11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26_97_2_12,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26_98_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26_99_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27_100_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27_101_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27_102_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27_103_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27_104_2_13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27_30_2_3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27_31_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
27_32_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
27_33_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
27_34_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
27_35_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
27_36_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
27_37_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
27_38_2_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
27_39_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27_40_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27_41_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27_42_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27_43_2_5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27_44_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_45_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_46_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_47_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_48_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_49_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_50_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_51_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_52_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_53_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_54_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_55_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_56_2_6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27_57_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27_58_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27_59_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27_60_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27_61_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27_62_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27_63_2_7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27_64_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_65_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_66_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_67_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_68_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_69_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_70_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_71_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_72_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_73_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_74_2_8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27_75_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_76_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_77_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_78_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_79_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_80_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_81_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_82_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_83_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_84_2_9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27_85_2_10,0,0,1,0,0,0,0,0,0,0,1,0,0,0
